Ping_date, Ping_time, Ping_milliseconds, Latitude, Longitude, Position_status, Depth, Line_status, Ping_status, Altitude, GPS_UTC_time
2016-10-25, 21:17:08, 118.0,-36.34008254, 150.18344091, 1,54.205481, 1,0,0.000000, 21:17:02
2016-10-25, 21:17:08, 374.0,-36.34008194, 150.18343147, 1,54.242543, 1,0,0.000000, 21:17:02
2016-10-25, 21:17:08, 629.0,-36.34008134, 150.18342207, 1,54.242543, 1,0,0.000000, 21:17:02
2016-10-25, 21:17:08, 884.0,-36.34008074, 150.18341267, 1,54.242543, 1,0,0.000000, 21:17:03
2016-10-25, 21:17:09, 189.0,-36.34008002, 150.18340143, 1,54.242543, 1,0,0.000000, 21:17:03
2016-10-25, 21:17:09, 444.0,-36.34007942, 150.18339203, 1,54.242543, 1,0,0.000000, 21:17:03
2016-10-25, 21:17:09, 700.0,-36.34007882, 150.18338259, 1,54.242543, 1,0,0.000000, 21:17:03
2016-10-25, 21:17:10, 005.0,-36.34007808, 150.18337100, 1,54.186565, 1,0,0.000000, 21:17:04
2016-10-25, 21:17:10, 260.0,-36.34007744, 150.18336069, 1,54.068733, 1,0,0.000000, 21:17:04
2016-10-25, 21:17:10, 515.0,-36.34007679, 150.18335038, 1,54.068733, 1,0,0.000000, 21:17:04
2016-10-25, 21:17:10, 770.0,-36.34007615, 150.18334007, 1,54.052812, 1,0,0.000000, 21:17:04
2016-10-25, 21:17:11, 026.0,-36.34007550, 150.18332972, 1,54.052812, 1,0,0.000000, 21:17:05
2016-10-25, 21:17:11, 280.0,-36.34007486, 150.18331946, 1,54.007449, 1,0,0.000000, 21:17:05
2016-10-25, 21:17:11, 536.0,-36.34007422, 150.18330911, 1,53.886884, 1,0,0.000000, 21:17:05
2016-10-25, 21:17:11, 800.0,-36.34007355, 150.18329844, 1,53.814965, 1,0,0.000000, 21:17:05
2016-10-25, 21:17:12, 056.0,-36.34007333, 150.18328904, 1,53.638745, 1,0,0.000000, 21:17:06
2016-10-25, 21:17:12, 311.0,-36.34007333, 150.18328015, 1,53.543515, 1,0,0.000000, 21:17:06
2016-10-25, 21:17:12, 565.0,-36.34007333, 150.18327129, 1,53.503746, 1,0,0.000000, 21:17:06
2016-10-25, 21:17:12, 821.0,-36.34007333, 150.18326237, 1,53.406840, 1,0,0.000000, 21:17:06
2016-10-25, 21:17:13, 075.0,-36.34007333, 150.18325352, 1,53.317924, 1,0,0.000000, 21:17:07
2016-10-25, 21:17:13, 380.0,-36.34007333, 150.18324288, 1,53.303188, 1,0,0.000000, 21:17:07
2016-10-25, 21:17:13, 636.0,-36.34007333, 150.18323396, 1,53.278252, 1,0,0.000000, 21:17:07
2016-10-25, 21:17:13, 891.0,-36.34007333, 150.18322507, 1,53.244843, 1,0,0.000000, 21:17:07
2016-10-25, 21:17:14, 146.0,-36.34007354, 150.18321634, 1,53.244843, 1,0,0.000000, 21:17:08
2016-10-25, 21:17:14, 401.0,-36.34007376, 150.18320762, 1,53.244843, 1,0,0.000000, 21:17:08
2016-10-25, 21:17:14, 656.0,-36.34007397, 150.18319889, 1,53.244843, 1,0,0.000000, 21:17:08
2016-10-25, 21:17:14, 911.0,-36.34007418, 150.18319017, 1,53.244843, 1,0,0.000000, 21:17:09
2016-10-25, 21:17:15, 166.0,-36.34007440, 150.18318144, 1,53.311870, 1,0,0.000000, 21:17:09
2016-10-25, 21:17:15, 420.0,-36.34007461, 150.18317275, 1,53.318081, 1,0,0.000000, 21:17:09
2016-10-25, 21:17:15, 675.0,-36.34007482, 150.18316402, 1,53.356891, 1,0,0.000000, 21:17:09
2016-10-25, 21:17:15, 931.0,-36.34007500, 150.18315517, 1,53.417383, 1,0,0.000000, 21:17:10
2016-10-25, 21:17:16, 186.0,-36.34007500, 150.18314587, 1,53.418910, 1,0,0.000000, 21:17:10
2016-10-25, 21:17:16, 442.0,-36.34007500, 150.18313654, 1,53.509779, 1,0,0.000000, 21:17:10
2016-10-25, 21:17:16, 697.0,-36.34007500, 150.18312724, 1,53.655974, 1,0,0.000000, 21:17:10
2016-10-25, 21:17:16, 953.0,-36.34007500, 150.18311790, 1,53.666297, 1,0,0.000000, 21:17:11
2016-10-25, 21:17:17, 208.0,-36.34007500, 150.18310860, 1,53.751269, 1,0,0.000000, 21:17:11
2016-10-25, 21:17:17, 463.0,-36.34007500, 150.18309931, 1,53.776569, 1,0,0.000000, 21:17:11
2016-10-25, 21:17:17, 718.0,-36.34007500, 150.18309001, 1,53.776569, 1,0,0.000000, 21:17:11
2016-10-25, 21:17:17, 973.0,-36.34007506, 150.18308053, 1,53.830831, 1,0,0.000000, 21:17:12
2016-10-25, 21:17:18, 228.0,-36.34007527, 150.18307060, 1,53.877927, 1,0,0.000000, 21:17:12
2016-10-25, 21:17:18, 481.0,-36.34007548, 150.18306074, 1,53.884424, 1,0,0.000000, 21:17:12
2016-10-25, 21:17:18, 737.0,-36.34007569, 150.18305077, 1,53.884424, 1,0,0.000000, 21:17:12
2016-10-25, 21:17:18, 992.0,-36.34007590, 150.18304084, 1,53.884424, 1,0,0.000000, 21:17:13
2016-10-25, 21:17:19, 247.0,-36.34007612, 150.18303090, 1,53.884424, 1,0,0.000000, 21:17:13
2016-10-25, 21:17:19, 502.0,-36.34007633, 150.18302097, 1,53.884424, 1,0,0.000000, 21:17:13
2016-10-25, 21:17:19, 757.0,-36.34007654, 150.18301104, 1,53.870419, 1,0,0.000000, 21:17:13
2016-10-25, 21:17:20, 012.0,-36.34007633, 150.18300084, 1,53.744331, 1,0,0.000000, 21:17:14
2016-10-25, 21:17:20, 267.0,-36.34007549, 150.18299024, 1,53.737132, 1,0,0.000000, 21:17:14
2016-10-25, 21:17:20, 521.0,-36.34007464, 150.18297968, 1,53.711230, 1,0,0.000000, 21:17:14
2016-10-25, 21:17:20, 777.0,-36.34007379, 150.18296903, 1,53.604373, 1,0,0.000000, 21:17:14
2016-10-25, 21:17:21, 032.0,-36.34007294, 150.18295843, 1,53.555642, 1,0,0.000000, 21:17:15
2016-10-25, 21:17:21, 336.0,-36.34007193, 150.18294579, 1,53.450826, 1,0,0.000000, 21:17:15
2016-10-25, 21:17:21, 592.0,-36.34007108, 150.18293514, 1,53.369916, 1,0,0.000000, 21:17:15
