Ping_date, Ping_time, Ping_milliseconds, Latitude, Longitude, Position_status, Depth, Line_status, Ping_status, Altitude, GPS_UTC_time
2016-10-31, 21:07:11, 885.0,-36.36993747, 150.10018374, 1,25.037039, 1,0,0.000000, 21:07:04
2016-10-31, 21:07:12, 136.0,-36.36993866, 150.10018930, 1,24.999867, 1,0,0.000000, 21:07:04
2016-10-31, 21:07:12, 385.0,-36.36993984, 150.10019482, 1,24.999867, 1,0,0.000000, 21:07:04
2016-10-31, 21:07:12, 646.0,-36.36994108, 150.10020060, 1,24.920394, 1,0,0.000000, 21:07:04
2016-10-31, 21:07:12, 946.0,-36.36994250, 150.10020724, 1,24.920394, 1,0,0.000000, 21:07:05
2016-10-31, 21:07:13, 192.0,-36.36994367, 150.10021269, 1,24.822175, 1,0,0.000000, 21:07:05
2016-10-31, 21:07:13, 451.0,-36.36994490, 150.10021843, 1,24.778450, 1,0,0.000000, 21:07:05
2016-10-31, 21:07:13, 702.0,-36.36994609, 150.10022399, 1,24.726719, 1,0,0.000000, 21:07:05
2016-10-31, 21:07:13, 951.0,-36.36994688, 150.10022967, 1,24.726719, 1,0,0.000000, 21:07:06
2016-10-31, 21:07:14, 201.0,-36.36994730, 150.10023555, 1,24.726719, 1,0,0.000000, 21:07:06
2016-10-31, 21:07:14, 452.0,-36.36994772, 150.10024145, 1,24.726719, 1,0,0.000000, 21:07:06
2016-10-31, 21:07:14, 701.0,-36.36994814, 150.10024730, 1,24.726719, 1,0,0.000000, 21:07:06
2016-10-31, 21:07:14, 951.0,-36.36994856, 150.10025317, 1,24.791888, 1,0,0.000000, 21:07:07
2016-10-31, 21:07:15, 201.0,-36.36994898, 150.10025905, 1,24.791888, 1,0,0.000000, 21:07:07
2016-10-31, 21:07:15, 448.0,-36.36994939, 150.10026485, 1,24.791888, 1,0,0.000000, 21:07:07
2016-10-31, 21:07:15, 698.0,-36.36994981, 150.10027073, 1,24.791888, 1,0,0.000000, 21:07:07
2016-10-31, 21:07:15, 948.0,-36.36994965, 150.10027645, 1,24.791888, 1,0,0.000000, 21:07:08
2016-10-31, 21:07:16, 201.0,-36.36994902, 150.10028214, 1,24.769649, 1,0,0.000000, 21:07:08
2016-10-31, 21:07:16, 445.0,-36.36994841, 150.10028761, 1,24.769649, 1,0,0.000000, 21:07:08
2016-10-31, 21:07:16, 695.0,-36.36994779, 150.10029323, 1,24.769649, 1,0,0.000000, 21:07:08
