Ping_date, Ping_time, Ping_milliseconds, Latitude, Longitude, Position_status, Depth, Line_status, Ping_status, Altitude, GPS_UTC_time
2016-10-28, 00:06:19, 143.0,-36.22003167, 150.21304019, 1,72.295400, 1,0,0.000000, 00:06:12
2016-10-28, 00:06:19, 403.0,-36.22003211, 150.21305009, 1,72.061733, 1,0,0.000000, 00:06:12
2016-10-28, 00:06:19, 654.0,-36.22003252, 150.21305965, 1,72.061733, 1,0,0.000000, 00:06:12
2016-10-28, 00:06:19, 904.0,-36.22003294, 150.21306917, 1,71.980419, 1,0,0.000000, 00:06:12
2016-10-28, 00:06:20, 158.0,-36.22003336, 150.21307885, 1,71.980419, 1,0,0.000000, 00:06:13
2016-10-28, 00:06:20, 407.0,-36.22003377, 150.21308833, 1,71.980419, 1,0,0.000000, 00:06:13
2016-10-28, 00:06:20, 658.0,-36.22003418, 150.21309789, 1,71.980419, 1,0,0.000000, 00:06:13
2016-10-28, 00:06:20, 909.0,-36.22003460, 150.21310745, 1,71.980419, 1,0,0.000000, 00:06:13
2016-10-28, 00:06:21, 159.0,-36.22003503, 150.21311695, 1,71.980419, 1,0,0.000000, 00:06:14
2016-10-28, 00:06:21, 418.0,-36.22003589, 150.21312620, 1,71.964072, 1,0,0.000000, 00:06:14
2016-10-28, 00:06:21, 672.0,-36.22003673, 150.21313527, 1,71.964072, 1,0,0.000000, 00:06:14
2016-10-28, 00:06:21, 919.0,-36.22003755, 150.21314409, 1,71.382939, 1,0,0.000000, 00:06:14
2016-10-28, 00:06:22, 180.0,-36.22003842, 150.21315341, 1,71.382939, 1,0,0.000000, 00:06:15
2016-10-28, 00:06:22, 430.0,-36.22003925, 150.21316234, 1,71.382939, 1,0,0.000000, 00:06:15
2016-10-28, 00:06:22, 681.0,-36.22004008, 150.21317130, 1,71.145820, 1,0,0.000000, 00:06:15
2016-10-28, 00:06:22, 930.0,-36.22004091, 150.21318019, 1,71.089164, 1,0,0.000000, 00:06:15
2016-10-28, 00:06:23, 182.0,-36.22004175, 150.21318922, 1,70.754993, 1,0,0.000000, 00:06:16
