Ping_date, Ping_time, Ping_milliseconds, Latitude, Longitude, Position_status, Depth, Line_status, Ping_status, Altitude, GPS_UTC_time
2016-10-27, 22:07:37, 018.0,-36.27989169, 150.17487487, 1,27.530539, 1,0,0.000000, 22:07:30
2016-10-27, 22:07:37, 275.0,-36.27989296, 150.17486682, 1,27.540622, 1,0,0.000000, 22:07:30
2016-10-27, 22:07:37, 535.0,-36.27989424, 150.17485868, 1,27.540622, 1,0,0.000000, 22:07:30
2016-10-27, 22:07:37, 784.0,-36.27989547, 150.17485088, 1,27.562285, 1,0,0.000000, 22:07:30
2016-10-27, 22:07:38, 044.0,-36.27989676, 150.17484274, 1,27.570847, 1,0,0.000000, 22:07:31
2016-10-27, 22:07:38, 294.0,-36.27989800, 150.17483491, 1,27.580679, 1,0,0.000000, 22:07:31
2016-10-27, 22:07:38, 544.0,-36.27989923, 150.17482708, 1,27.665409, 1,0,0.000000, 22:07:31
2016-10-27, 22:07:38, 794.0,-36.27990047, 150.17481925, 1,27.703740, 1,0,0.000000, 22:07:31
2016-10-27, 22:07:39, 050.0,-36.27990174, 150.17481117, 1,27.727977, 1,0,0.000000, 22:07:32
2016-10-27, 22:07:39, 296.0,-36.27990297, 150.17480251, 1,27.851367, 1,0,0.000000, 22:07:32
2016-10-27, 22:07:39, 546.0,-36.27990423, 150.17479371, 1,27.939483, 1,0,0.000000, 22:07:32
2016-10-27, 22:07:39, 796.0,-36.27990549, 150.17478491, 1,28.086735, 1,0,0.000000, 22:07:32
2016-10-27, 22:07:40, 046.0,-36.27990675, 150.17477610, 1,28.086735, 1,0,0.000000, 22:07:33
2016-10-27, 22:07:40, 296.0,-36.27990800, 150.17476730, 1,28.086735, 1,0,0.000000, 22:07:33
2016-10-27, 22:07:40, 546.0,-36.27990926, 150.17475850, 1,28.086735, 1,0,0.000000, 22:07:33
2016-10-27, 22:07:40, 796.0,-36.27991052, 150.17474969, 1,28.086735, 1,0,0.000000, 22:07:33
2016-10-27, 22:07:41, 047.0,-36.27991170, 150.17474087, 1,28.011315, 1,0,0.000000, 22:07:34
2016-10-27, 22:07:41, 328.0,-36.27991217, 150.17473111, 1,27.966968, 1,0,0.000000, 22:07:34
2016-10-27, 22:07:41, 578.0,-36.27991258, 150.17472243, 1,27.835941, 1,0,0.000000, 22:07:34
2016-10-27, 22:07:41, 828.0,-36.27991300, 150.17471375, 1,27.780275, 1,0,0.000000, 22:07:34
2016-10-27, 22:07:42, 079.0,-36.27991341, 150.17470503, 1,27.701310, 1,0,0.000000, 22:07:35
2016-10-27, 22:07:42, 328.0,-36.27991382, 150.17469639, 1,27.640213, 1,0,0.000000, 22:07:35
2016-10-27, 22:07:42, 578.0,-36.27991424, 150.17468771, 1,27.630903, 1,0,0.000000, 22:07:35
2016-10-27, 22:07:42, 828.0,-36.27991465, 150.17467903, 1,27.606465, 1,0,0.000000, 22:07:35
2016-10-27, 22:07:43, 078.0,-36.27991510, 150.17467039, 1,27.561724, 1,0,0.000000, 22:07:36
2016-10-27, 22:07:43, 385.0,-36.27991587, 150.17466005, 1,27.561724, 1,0,0.000000, 22:07:36
2016-10-27, 22:07:43, 650.0,-36.27991654, 150.17465113, 1,27.561724, 1,0,0.000000, 22:07:36
2016-10-27, 22:07:43, 899.0,-36.27991717, 150.17464274, 1,27.561724, 1,0,0.000000, 22:07:36
2016-10-27, 22:07:44, 149.0,-36.27991780, 150.17463433, 1,27.561724, 1,0,0.000000, 22:07:37
2016-10-27, 22:07:44, 399.0,-36.27991843, 150.17462591, 1,27.575621, 1,0,0.000000, 22:07:37
2016-10-27, 22:07:44, 651.0,-36.27991907, 150.17461742, 1,27.634783, 1,0,0.000000, 22:07:37
2016-10-27, 22:07:44, 901.0,-36.27991970, 150.17460901, 1,27.634783, 1,0,0.000000, 22:07:37
2016-10-27, 22:07:45, 155.0,-36.27992022, 150.17460039, 1,27.690453, 1,0,0.000000, 22:07:38
2016-10-27, 22:07:45, 420.0,-36.27992067, 150.17459134, 1,27.730668, 1,0,0.000000, 22:07:38
2016-10-27, 22:07:45, 671.0,-36.27992108, 150.17458277, 1,27.730668, 1,0,0.000000, 22:07:38
2016-10-27, 22:07:45, 924.0,-36.27992151, 150.17457413, 1,27.741759, 1,0,0.000000, 22:07:38
2016-10-27, 22:07:46, 171.0,-36.27992192, 150.17456569, 1,27.783539, 1,0,0.000000, 22:07:39
2016-10-27, 22:07:46, 425.0,-36.27992234, 150.17455702, 1,27.783539, 1,0,0.000000, 22:07:39
2016-10-27, 22:07:46, 674.0,-36.27992276, 150.17454852, 1,27.783539, 1,0,0.000000, 22:07:39
2016-10-27, 22:07:46, 925.0,-36.27992317, 150.17453995, 1,27.783539, 1,0,0.000000, 22:07:39
2016-10-27, 22:07:47, 175.0,-36.27992346, 150.17453191, 1,27.783539, 1,0,0.000000, 22:07:40
2016-10-27, 22:07:47, 425.0,-36.27992367, 150.17452420, 1,27.725945, 1,0,0.000000, 22:07:40
2016-10-27, 22:07:47, 675.0,-36.27992388, 150.17451648, 1,27.723902, 1,0,0.000000, 22:07:40
2016-10-27, 22:07:47, 932.0,-36.27992409, 150.17450855, 1,27.631593, 1,0,0.000000, 22:07:40
2016-10-27, 22:07:48, 188.0,-36.27992431, 150.17450065, 1,27.544016, 1,0,0.000000, 22:07:41
2016-10-27, 22:07:48, 438.0,-36.27992452, 150.17449293, 1,27.463865, 1,0,0.000000, 22:07:41
2016-10-27, 22:07:48, 688.0,-36.27992472, 150.17448522, 1,27.463865, 1,0,0.000000, 22:07:41
2016-10-27, 22:07:48, 939.0,-36.27992493, 150.17447747, 1,27.463865, 1,0,0.000000, 22:07:41
2016-10-27, 22:07:49, 188.0,-36.27992542, 150.17446952, 1,27.463865, 1,0,0.000000, 22:07:42
2016-10-27, 22:07:49, 442.0,-36.27992605, 150.17446129, 1,27.463865, 1,0,0.000000, 22:07:42
2016-10-27, 22:07:49, 689.0,-36.27992667, 150.17445328, 1,27.570442, 1,0,0.000000, 22:07:42
2016-10-27, 22:07:49, 939.0,-36.27992729, 150.17444517, 1,27.627009, 1,0,0.000000, 22:07:42
2016-10-27, 22:07:50, 189.0,-36.27992792, 150.17443707, 1,27.698542, 1,0,0.000000, 22:07:43
2016-10-27, 22:07:50, 439.0,-36.27992854, 150.17442897, 1,27.718199, 1,0,0.000000, 22:07:43
2016-10-27, 22:07:50, 689.0,-36.27992916, 150.17442086, 1,27.718199, 1,0,0.000000, 22:07:43
2016-10-27, 22:07:50, 939.0,-36.27992979, 150.17441276, 1,27.718199, 1,0,0.000000, 22:07:43
2016-10-27, 22:07:51, 189.0,-36.27992973, 150.17440424, 1,27.864124, 1,0,0.000000, 22:07:44
2016-10-27, 22:07:51, 439.0,-36.27992931, 150.17439550, 1,27.951842, 1,0,0.000000, 22:07:44
2016-10-27, 22:07:51, 689.0,-36.27992889, 150.17438677, 1,28.004198, 1,0,0.000000, 22:07:44
2016-10-27, 22:07:51, 939.0,-36.27992848, 150.17437804, 1,28.030040, 1,0,0.000000, 22:07:44
