Ping_date, Ping_time, Ping_milliseconds, Latitude, Longitude, Position_status, Depth, Line_status, Ping_status, Altitude, GPS_UTC_time
2016-10-25, 23:11:40, 199.0,-36.36998871, 150.18537357, 1,71.314061, 1,0,0.000000, 23:11:34
2016-10-25, 23:11:40, 454.0,-36.36998915, 150.18538346, 1,71.314061, 1,0,0.000000, 23:11:34
2016-10-25, 23:11:40, 709.0,-36.36998959, 150.18539335, 1,71.144007, 1,0,0.000000, 23:11:34
2016-10-25, 23:11:40, 964.0,-36.36999003, 150.18540324, 1,71.022962, 1,0,0.000000, 23:11:35
2016-10-25, 23:11:41, 219.0,-36.36999047, 150.18541313, 1,71.022962, 1,0,0.000000, 23:11:35
2016-10-25, 23:11:41, 474.0,-36.36999091, 150.18542301, 1,71.022962, 1,0,0.000000, 23:11:35
2016-10-25, 23:11:41, 730.0,-36.36999135, 150.18543294, 1,71.022962, 1,0,0.000000, 23:11:35
2016-10-25, 23:11:41, 985.0,-36.36999191, 150.18544274, 1,71.022962, 1,0,0.000000, 23:11:36
2016-10-25, 23:11:42, 240.0,-36.36999276, 150.18545231, 1,71.063950, 1,0,0.000000, 23:11:36
2016-10-25, 23:11:42, 496.0,-36.36999362, 150.18546192, 1,71.182864, 1,0,0.000000, 23:11:36
2016-10-25, 23:11:42, 751.0,-36.36999447, 150.18547149, 1,71.182864, 1,0,0.000000, 23:11:36
2016-10-25, 23:11:43, 006.0,-36.36999532, 150.18548107, 1,71.182864, 1,0,0.000000, 23:11:37
2016-10-25, 23:11:43, 260.0,-36.36999616, 150.18549060, 1,71.182864, 1,0,0.000000, 23:11:37
2016-10-25, 23:11:43, 515.0,-36.36999702, 150.18550017, 1,71.182864, 1,0,0.000000, 23:11:37
2016-10-25, 23:11:43, 771.0,-36.36999787, 150.18550978, 1,71.182864, 1,0,0.000000, 23:11:37
2016-10-25, 23:11:44, 026.0,-36.36999872, 150.18551956, 1,71.157888, 1,0,0.000000, 23:11:38
2016-10-25, 23:11:44, 281.0,-36.36999957, 150.18552959, 1,71.145585, 1,0,0.000000, 23:11:38
2016-10-25, 23:11:44, 536.0,-36.37000043, 150.18553962, 1,71.145585, 1,0,0.000000, 23:11:38
2016-10-25, 23:11:44, 791.0,-36.37000128, 150.18554964, 1,71.145585, 1,0,0.000000, 23:11:38
2016-10-25, 23:11:45, 046.0,-36.37000214, 150.18555967, 1,71.145585, 1,0,0.000000, 23:11:39
2016-10-25, 23:11:45, 351.0,-36.37000316, 150.18557167, 1,71.145585, 1,0,0.000000, 23:11:39
2016-10-25, 23:11:45, 606.0,-36.37000401, 150.18558169, 1,71.319899, 1,0,0.000000, 23:11:39
2016-10-25, 23:11:45, 870.0,-36.37000489, 150.18559207, 1,71.366233, 1,0,0.000000, 23:11:39
2016-10-25, 23:11:46, 126.0,-36.37000537, 150.18560239, 1,71.455647, 1,0,0.000000, 23:11:40
2016-10-25, 23:11:46, 431.0,-36.37000587, 150.18561473, 1,71.460001, 1,0,0.000000, 23:11:40
2016-10-25, 23:11:46, 686.0,-36.37000629, 150.18562505, 1,71.490327, 1,0,0.000000, 23:11:40
2016-10-25, 23:11:46, 941.0,-36.37000672, 150.18563536, 1,71.522309, 1,0,0.000000, 23:11:41
2016-10-25, 23:11:47, 196.0,-36.37000714, 150.18564567, 1,71.552335, 1,0,0.000000, 23:11:41
2016-10-25, 23:11:47, 451.0,-36.37000756, 150.18565599, 1,71.667045, 1,0,0.000000, 23:11:41
2016-10-25, 23:11:47, 706.0,-36.37000798, 150.18566630, 1,71.667045, 1,0,0.000000, 23:11:41
2016-10-25, 23:11:47, 962.0,-36.37000840, 150.18567653, 1,71.727194, 1,0,0.000000, 23:11:42
2016-10-25, 23:11:48, 218.0,-36.37000883, 150.18568607, 1,71.727194, 1,0,0.000000, 23:11:42
2016-10-25, 23:11:48, 473.0,-36.37000925, 150.18569558, 1,71.727194, 1,0,0.000000, 23:11:42
2016-10-25, 23:11:48, 728.0,-36.37000967, 150.18570508, 1,71.745212, 1,0,0.000000, 23:11:42
2016-10-25, 23:11:48, 983.0,-36.37001009, 150.18571459, 1,71.783365, 1,0,0.000000, 23:11:43
2016-10-25, 23:11:49, 238.0,-36.37001052, 150.18572409, 1,71.793098, 1,0,0.000000, 23:11:43
2016-10-25, 23:11:49, 492.0,-36.37001094, 150.18573356, 1,71.793098, 1,0,0.000000, 23:11:43
2016-10-25, 23:11:49, 747.0,-36.37001136, 150.18574307, 1,71.803354, 1,0,0.000000, 23:11:43
2016-10-25, 23:11:50, 002.0,-36.37001184, 150.18575233, 1,71.804957, 1,0,0.000000, 23:11:44
2016-10-25, 23:11:50, 257.0,-36.37001247, 150.18576096, 1,71.825234, 1,0,0.000000, 23:11:44
2016-10-25, 23:11:50, 512.0,-36.37001310, 150.18576959, 1,71.825234, 1,0,0.000000, 23:11:44
2016-10-25, 23:11:50, 766.0,-36.37001373, 150.18577818, 1,71.825234, 1,0,0.000000, 23:11:44
2016-10-25, 23:11:51, 022.0,-36.37001436, 150.18578684, 1,71.825234, 1,0,0.000000, 23:11:45
2016-10-25, 23:11:51, 294.0,-36.37001504, 150.18579604, 1,71.825234, 1,0,0.000000, 23:11:45
2016-10-25, 23:11:51, 550.0,-36.37001567, 150.18580470, 1,71.684807, 1,0,0.000000, 23:11:45
