Ping_date, Ping_time, Ping_milliseconds, Latitude, Longitude, Position_status, Depth, Line_status, Ping_status, Altitude, GPS_UTC_time
2016-10-26, 01:53:36, 207.0,-36.43011854, 150.09007797, 1,20.386235, 1,0,0.000000, 01:53:30
2016-10-26, 01:53:36, 711.0,-36.43011895, 150.09009085, 1,20.386235, 1,0,0.000000, 01:53:30
2016-10-26, 01:53:37, 217.0,-36.43011937, 150.09010377, 1,20.386235, 1,0,0.000000, 01:53:31
2016-10-26, 01:53:37, 731.0,-36.43011979, 150.09011690, 1,20.386235, 1,0,0.000000, 01:53:31
2016-10-26, 01:53:38, 237.0,-36.43011957, 150.09013213, 1,20.566038, 1,0,0.000000, 01:53:32
2016-10-26, 01:53:38, 741.0,-36.43011872, 150.09014957, 1,20.673530, 1,0,0.000000, 01:53:32
2016-10-26, 01:53:39, 246.0,-36.43011787, 150.09016705, 1,20.673530, 1,0,0.000000, 01:53:33
2016-10-26, 01:53:39, 751.0,-36.43011701, 150.09018454, 1,20.673530, 1,0,0.000000, 01:53:33
2016-10-26, 01:53:40, 257.0,-36.43011542, 150.09020238, 1,20.863439, 1,0,0.000000, 01:53:34
2016-10-26, 01:53:40, 762.0,-36.43011332, 150.09022043, 1,20.945994, 1,0,0.000000, 01:53:34
2016-10-26, 01:53:41, 266.0,-36.43011123, 150.09023843, 1,20.945994, 1,0,0.000000, 01:53:35
2016-10-26, 01:53:41, 771.0,-36.43010913, 150.09025647, 1,20.945994, 1,0,0.000000, 01:53:35
2016-10-26, 01:53:42, 276.0,-36.43010781, 150.09027221, 1,20.945994, 1,0,0.000000, 01:53:36
2016-10-26, 01:53:42, 783.0,-36.43010697, 150.09028658, 1,20.945994, 1,0,0.000000, 01:53:36
2016-10-26, 01:53:43, 287.0,-36.43010613, 150.09030087, 1,20.812136, 1,0,0.000000, 01:53:37
2016-10-26, 01:53:43, 792.0,-36.43010528, 150.09031518, 1,20.712993, 1,0,0.000000, 01:53:37
2016-10-26, 01:53:44, 298.0,-36.43010472, 150.09032892, 1,20.712993, 1,0,0.000000, 01:53:38
2016-10-26, 01:53:44, 802.0,-36.43010430, 150.09034229, 1,20.712993, 1,0,0.000000, 01:53:38
2016-10-26, 01:53:45, 322.0,-36.43010387, 150.09035609, 1,20.712993, 1,0,0.000000, 01:53:39
