% Device,CC1449004
% File name,CC1449004_20161102_003246
% Cast time (UTC),2016-11-02 00:32:46
% Cast time (local),2016-11-02 11:32:46
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,-36.3400424
% Start longitude,150.2300768
% Start altitude,21.479999542236328
% Start GPS horizontal error(Meter),6.929999828338623
% Start GPS vertical error(Meter),8.6800003051757812
% Start GPS number of satellites,4
% End latitude,-36.3393919
% End longitude,150.2294036
% End altitude,27.110000610351562
% End GPS horizontal error(Meter),8.8999996185302734
% End GPS vertical error(Meter),10.859999656677246
% End GPS number of satellites,4
% Cast duration (Seconds),147
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2015-01-26
% Temperature calibration date,2015-01-26
% Pressure calibration date,2015-01-12
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.14925430196362749,16.362413458985252,44268.9296875,53513.475140173861,35.004450967268824,1510.9097055907077,1025.6690723696261
0.44999999999999996,0.44775704940503619,16.350483458070055,44248.916852539238,53504.715244028812,34.997098400047484,1510.8698401868735,1025.6675130180281
0.74999999999999989,0.74625909307387861,16.327704274135591,44246.954712362567,53531.83232591745,35.0152768134503,1510.8262854947686,1025.6880951277517
1.05,1.0447572326626431,16.303926861153933,44223.193540962777,53533.885155305165,35.015021959686592,1510.758403504864,1025.6947330142768
1.35,1.3432541536887404,16.273140066091095,44183.497005649842,53525.727549319439,35.006797898700079,1510.6598746949769,1025.6968599281588
1.65,1.6417500133502,16.277371229224247,44195.468308463031,53534.741908628108,35.013574853605832,1510.6855910533418,1025.702417584632
1.9500000000000002,1.9402455211024545,16.279231055066166,44192.10498512401,53528.256044997652,35.008835433982625,1510.6907851270776,1025.6996688176216
2.25,2.2387430265017025,16.268080736142966,44159.9273523244,53503.73286641451,34.989985066909661,1510.6399603692992,1025.6890794101639
2.55,2.5372397829861129,16.238375872251297,44142.225314345174,53520.809659295817,35.000306641752253,1510.5660290185795,1025.7052061399568
2.85,2.8357331504183918,16.225686393445997,44134.60238611533,53528.038278013715,35.004596576603326,1510.5371397175422,1025.7127609265529
3.15,3.1342258497707736,16.221593541539686,44123.583946137434,53519.988136404,34.998297813521873,1510.5223293259217,1025.7101879698321
3.4499999999999997,3.4327187208450165,16.201206255068094,44097.283796495431,53514.554311223714,34.992775452157034,1510.4585418476029,1025.7119711760374
3.75,3.731210818691213,16.177159646808988,44069.264371786245,53511.782684604594,34.988941938718504,1510.3854586175844,1025.715892490899
4.05,4.029702150581624,16.165735578826524,44054.820964503211,53509.089956797325,34.986049392921352,1510.3520969288036,1025.71762573479
4.35,4.3281932365247116,16.156817628025617,44041.682730099834,53504.72323704369,34.982106748762661,1510.3251934646773,1025.7179732286872
4.6499999999999995,4.6266827851068779,16.143562426410128,44037.789419067238,53517.229454588138,34.990209372713075,1510.2988876225106,1025.7285820511804
4.9499999999999993,4.9251700969421162,16.131320073245242,44027.268138261126,53520.368492743342,34.991524397819163,1510.2678411619409,1025.7337363262525
5.2499999999999991,5.2236565899322258,16.125600615362291,44019.136439299582,53517.925307644531,34.9892130342107,1510.2526063626276,1025.7346002847169
5.55,5.522142650099914,16.121609626628647,44015.690884687363,53518.92993043812,34.989547507306192,1510.2457254678943,1025.7371015042597
5.85,5.8206278914377894,16.117029792294147,44012.947963592051,53521.555649723312,34.991026751976911,1510.2383582290147,1025.7406184794181
6.1499999999999995,6.1191122804268225,16.11501585479747,44012.462127231993,53523.586471019727,34.992252028930992,1510.2385691361317,1025.7433501025914
6.4499999999999993,6.4175968372863439,16.112966984211436,44002.83590738241,53514.546790408931,34.985371349104369,1510.2293145483175,1025.7398551391491
6.7499999999999991,6.7160820960784111,16.110353653660717,43996.194568064711,53509.87118563382,34.98164521853105,1510.2219690637128,1025.7389161622245
7.0499999999999989,7.0145659104225633,16.109988118524129,44010.346435869666,53527.559177326351,34.994447737382728,1510.2406030927327,1025.7501733079478
7.35,7.3130482949450144,16.10841535422151,44004.938541796939,53523.029485102714,34.990901902894059,1510.2366584786259,1025.7491337813065
7.6499999999999995,7.6115306650122792,16.108903794351846,44006.0164095479,53523.704535748409,34.991311964621275,1510.2436061642841,1025.7506630905291
7.9499999999999993,7.9100132312158982,16.108506734005282,44000.05435360621,53516.969903955454,34.98623562617157,1510.2415023864264,1025.7481761490908
