% Device,CC1449004
% File name,CC1449004_20160927_234107
% Cast time (UTC),2016-09-27 23:41:07
% Cast time (local),2016-09-28 09:41:07
% Sample type,Cast
% Cast data,Processed
% Location source,Manual
% Default latitude,32
% Default altitude,0
% Start latitude,
% Start longitude,
% Start altitude,
% Start GPS horizontal error(Meter),
% Start GPS vertical error(Meter),
% Start GPS number of satellites,
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),129.6
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2015-01-26
% Temperature calibration date,2015-01-26
% Pressure calibration date,2015-01-12
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.14931774022381417,16.675282731127208,44596.91015625,53505.228079641362,35.019412980452195,1511.8767059812312,1025.6075270865306
0.44999999999999996,0.44794687656658838,16.552339264266369,44494.311193354864,53540.07978994638,35.036687377465157,1511.529266169845,1025.650934007133
0.74999999999999989,0.74657065454298421,16.519084172137052,44438.672269457275,53515.95917339564,35.0166633844525,1511.4103041766903,1025.6446407906558
1.05,1.0451941320999962,16.499934568482928,44424.120492043723,53523.121125330115,35.020506384682328,1511.3615579524817,1025.6533882381837
1.35,1.343815970217479,16.496323061221975,44421.750178844311,53524.923296584959,35.021466097272935,1511.3566709992724,1025.6562929790734
1.65,1.6424371394436923,16.492466317855023,44417.837417254486,53525.183435698324,35.021279149131956,1511.3497184686742,1025.65837360782
1.9500000000000002,1.9410566707708694,16.486012214615986,44421.4716682679,53537.890600892366,35.030037751022462,1511.3451687840686,1025.6679348433354
2.25,2.2396749618736691,16.487976748463737,44421.322499826092,53535.175707828377,35.0280631834827,1511.3538426062303,1025.6672837215415
2.55,2.5382936213587848,16.484522581456538,44412.6894358079,53529.228097782478,35.023354109725723,1511.3429062680461,1025.6657948702402
2.85,2.8369122465524388,16.483293094045354,44412.342418573025,53530.396342796754,35.024009478070631,1511.3449026080371,1025.6679098740149
3.15,3.1355300420263656,16.475470716217703,44405.916829613641,53532.746057840493,35.025085137280215,1511.3273478102806,1025.6718851538897
3.4499999999999997,3.4341477341375128,16.471307432023469,44394.296787317886,53524.110446825864,35.018358352575667,1511.3119294650392,1025.6690105043315
3.75,3.7327647532148105,16.466250874682412,44397.335189227633,53534.301091511057,35.025365550710326,1511.309602530122,1025.6768991472013
4.05,4.03138040838911,16.466388916355875,44398.458026951717,53535.476788815977,35.026118635587295,1511.3158666975878,1025.6787704060751
4.35,4.3299955304559257,16.462639064351642,44394.838478271377,53535.953668275732,35.026096449607948,1511.309419335227,1025.6809519483404
4.6499999999999995,4.6286098411640184,16.458846169050751,44393.519254619976,53539.260443480423,35.028144722739476,1511.3052233574374,1025.6847346994844
4.9499999999999993,4.9272242255016439,16.460131835110918,44387.681577319738,53530.560097893365,35.021739210982489,1511.3067362531783,1025.6808367343795
5.2499999999999991,5.2258388204895745,16.454663356385158,44382.736736908671,53531.657410109583,35.022054903910508,1511.2954497801493,1025.6836782034088
5.55,5.5244528573433271,16.454178225672372,44382.307684145395,53531.766378931192,35.021984110942341,1511.2988706783119,1025.6850614850159
5.85,5.8230654477287427,16.449050753653847,44386.802821103818,53543.8110331043,35.030343648124614,1511.2978791384103,1025.6940055735718
6.1499999999999995,6.121677201298513,16.449052670352025,44380.859622877411,53536.63927598334,35.024971269371875,1511.2966775733942,1025.6912007235987
6.4499999999999993,6.4202889184972207,16.446519031967135,44380.727417908915,53539.752498489281,35.026962555939924,1511.2962419318092,1025.6946460267479
6.7499999999999991,6.7189002695218578,16.443496632251833,44374.076776070942,53535.633310364188,35.023621511289562,1511.2881800525702,1025.6941068317155
7.0499999999999989,7.0175107121418341,16.435495828084253,44372.1191561616,53543.608287277879,35.028803060838818,1511.2747846438722,1025.7012771798118
7.35,7.3161206071605243,16.435372164252421,44365.696405027775,53536.017764193552,35.023115562821872,1511.272837400918,1025.6982593206826
7.6499999999999995,7.6147301113085391,16.434502309426502,44371.685271536509,53544.368579807691,35.029056923604593,1511.2820092670954,1025.7043530024598
7.9499999999999993,7.9133386051969046,16.430280805489179,44366.047611061913,53543.020646367149,35.027664323769251,1511.2725389595403,1025.7055902473226
8.25,8.2119468279420413,16.428919428170431,44363.907328298083,53542.197021595435,35.026850426050139,1511.272436815151,1025.7066063218006
8.5499999999999989,8.5105545304583217,16.428014791513075,44365.220817723457,53544.951454941664,35.028689061860518,1511.2767786346374,1025.7095547745582
