% Device,CC1449004
% File name,CC1449004_20151001_064142
% Cast time (UTC),2015-10-01 06:41:42
% Cast time (local),2015-10-01 16:41:42
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,-36.3698636
% Start longitude,150.1375348
% Start altitude,9.0299997329711914
% Start GPS horizontal error(Meter),2.24000000953674
% Start GPS vertical error(Meter),4.26999998092651
% Start GPS number of satellites,7
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),151.4
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2015-01-26
% Temperature calibration date,2015-01-26
% Pressure calibration date,2015-01-12
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.14932456657202084,17.939714431762695,45671.875,53181.3911717777,34.857854732434291,1515.45293597509,1025.1797326801179
0.44999999999999996,0.44797426891300013,17.932616665436743,45627.317890014041,53138.291389943035,34.82569641683601,1515.4005873853687,1025.1581608703025
0.74999999999999989,0.74661927015483187,17.872279199702472,45634.044453419912,53220.9218932039,34.882950811468284,1515.2939792533589,1025.2181484553883
1.05,1.045247265252633,17.772504239484554,45582.223872402945,53284.492786752307,34.923961079324847,1515.0528493162058,1025.2753146014766
1.35,1.3438729089537438,17.677494180417611,45388.578544693686,53176.2459539155,34.838986525518983,1514.6814965729805,1025.2346835852188
1.65,1.6425020014530232,17.614447990008948,45326.886052060028,53182.533377749045,34.839887244030592,1514.5015952735757,1025.2520233908731
1.9500000000000002,1.9411284761242231,17.590140812515493,45293.404846811689,53173.579592277165,34.831804830071704,1514.4256035127676,1025.253048677999
2.25,2.2397546431753703,17.550839929456721,45240.194313238928,53160.166036958115,34.819579178180859,1514.3005171636046,1025.2545258974392
2.55,2.5383813791086913,17.509101977688211,45173.943029819384,53134.435836270866,34.798164584395778,1514.1576035012433,1025.2495327426439
2.85,2.8370079588253443,17.477307563724622,45138.58022267223,53132.581620145247,34.794837452154759,1514.0646424626923,1025.2559888052067
3.15,3.1356324254729824,17.434197680650335,45090.866586329743,53130.33950314422,34.790553415363341,1513.9369529152762,1025.2644323675825
3.4499999999999997,3.4342541739801788,17.407279368504827,45068.448364236239,53137.632306716449,34.794204219515969,1513.8662419466116,1025.2750434608922
3.75,3.7328730734630757,17.391600663632232,45059.384447191209,53146.594775610429,34.799738173830555,1513.831003179793,1025.2843860913029
4.05,4.0314886883938854,17.366495469855746,45043.94305024705,53159.864358259627,34.807869861642466,1513.770711420208,1025.2979883695723
4.35,4.3301019513393753,17.348617575943408,45022.253867711981,53156.6984293808,34.804370807882762,1513.7185695898431,1025.3009273611256
