% Device,CC1449004
% File name,CC1449004_20160916_010124
% Cast time (UTC),2016-09-16 01:01:24
% Cast time (local),2016-09-16 11:01:24
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,-36.3995737
% Start longitude,150.2403029
% Start altitude,-6.0799999237060547
% Start GPS horizontal error(Meter),12.399999618530273
% Start GPS vertical error(Meter),31.5
% Start GPS number of satellites,4
% End latitude,-36.4001055
% End longitude,150.2393802
% End altitude,14.149999618530273
% End GPS horizontal error(Meter),2.9700000286102295
% End GPS vertical error(Meter),4.4000000953674316
% End GPS number of satellites,5
% Cast duration (Seconds),318.2
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2015-01-26
% Temperature calibration date,2015-01-26
% Pressure calibration date,2015-01-12
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.14934082470414284,18.716649974476507,46565.922924532046,53258.7960785182,34.955074941932054,1517.8127436836096,1025.0605640356312
0.44999999999999996,0.44801562339589551,18.719101629300305,46658.507532005366,53361.69522378187,35.030827181958955,1517.9103625246075,1025.1191975766892
0.74999999999999989,0.74668135568352867,18.718366072336231,46655.538360149687,53359.197234125386,35.0288407290689,1517.9110032899612,1025.1191794985612
1.05,1.0453467384958961,18.717610093074804,46656.92790421113,53361.709165801287,35.030541615402861,1517.9157524333978,1025.1219868044409
1.35,1.3440114391683387,18.715777861934875,46655.968088557172,53362.847889734614,35.031178578274385,1517.9162161676461,1025.1242523643139
1.65,1.6426756527665809,18.71525131369636,46655.599842115742,53363.069455233977,35.031204541842612,1517.9197296206928,1025.1257206218554
1.9500000000000002,1.9413387039641288,18.712140975058038,46660.046968175535,53371.953337631712,35.037480590342305,1517.9229042309707,1025.1326221672937
2.25,2.2400007697993836,18.712924440022121,46659.62753379911,53370.516994144513,35.036350445251173,1517.9288640464197,1025.1328751079175
2.55,2.5386626592221173,18.709547276879391,46655.078635806211,53369.437048007232,35.035277775833123,1517.9229687005618,1025.1342234097772
2.85,2.837323714957229,18.704986696071057,46654.17604776629,53373.973514972327,35.038281490198138,1517.9182884468937,1025.138988457237
3.15,3.135983819872687,18.705995570545923,46657.021253606363,53375.996410260443,35.039709227255521,1517.9277853458682,1025.1411408750132
3.4499999999999997,3.4346432926445036,18.706983277002934,46660.49666725612,53378.766010381711,35.041685665232826,1517.9378416333211,1025.1437182811646
3.75,3.7333026759064305,18.70756804277077,46656.964809980294,53374.011526245682,35.038102916185721,1517.9404604608963,1025.1421455556606
4.05,4.0319624913808676,18.706697236590095,46652.275913352838,53369.7108944402,35.03478260486385,1517.9392052158155,1025.1411413682822
4.35,4.330621556638941,18.7109399549711,46666.471836693367,53380.769076079021,35.043021592599437,1517.9656652603544,1025.1476859748761
4.6499999999999995,4.6292801399542638,18.713227046229605,46663.348595661235,53374.403754625208,35.038336792528625,1517.9719156458771,1025.144840079942
4.9499999999999993,4.92793890525394,18.712509474309535,46663.517738929288,53375.473405792567,35.038977675050283,1517.97557662455,1025.1468268527992
5.2499999999999991,5.2265968072128395,18.704688182344277,46657.370431021096,53377.992580976286,35.040335392264574,1517.9596937652013,1025.1511571281092
5.55,5.5252543987979346,18.701230728576594,46647.807792733765,53371.2746929921,35.035107876841913,1517.9488700073143,1025.149347773199
5.85,5.8239117325854508,18.700800341131952,46651.456738912719,53375.975239295054,35.03843581292935,1517.9563903100518,1025.1533171280858
